kernel,shape,M,N,K,variant,ms,gflops,occMaxThreads,sharedBytes,wgSize,golden
regGen,dense-gu,262,2112,2816,TM2xTN1_sg1x1_BK32,0.733333,4249.681920,maxThreads=1024 execWidth=32 tgMem=0,1536,32,PASS
regGen,dense-gu,262,2112,2816,TM2xTN1_sg1x1_BK64,1.266667,2460.342164,maxThreads=1024 execWidth=32 tgMem=0,3072,32,PASS
regGen,dense-gu,262,2112,2816,TM2xTN2_sg1x1_BK16,0.866667,3595.884702,maxThreads=1024 execWidth=32 tgMem=0,1024,32,PASS
regGen,dense-gu,262,2112,2816,TM2xTN2_sg1x1_BK32,0.933333,3339.035794,maxThreads=1024 execWidth=32 tgMem=0,2048,32,PASS
regGen,dense-gu,262,2112,2816,TM2xTN2_sg1x1_BK64,1.533333,2032.456570,maxThreads=1024 execWidth=32 tgMem=0,4096,32,PASS
regGen,dense-gu,262,2112,2816,TM2xTN4_sg1x1_BK16,0.933333,3339.035794,maxThreads=1024 execWidth=32 tgMem=0,1536,32,PASS
regGen,dense-gu,262,2112,2816,TM2xTN4_sg1x1_BK32,1.433333,2174.255866,maxThreads=1024 execWidth=32 tgMem=0,3072,32,PASS
regGen,dense-gu,262,2112,2816,TM2xTN4_sg1x1_BK64,2.800000,1113.011931,maxThreads=1024 execWidth=32 tgMem=0,6144,32,PASS
regGen,dense-gu,262,2112,2816,TM4xTN1_sg1x1_BK16,0.533333,5843.312640,maxThreads=1024 execWidth=32 tgMem=0,1280,32,PASS
regGen,dense-gu,262,2112,2816,TM4xTN1_sg1x1_BK32,1.033333,3015.903298,maxThreads=1024 execWidth=32 tgMem=0,2560,32,PASS
regGen,dense-gu,262,2112,2816,TM4xTN1_sg1x1_BK64,3.133333,994.606407,maxThreads=1024 execWidth=32 tgMem=0,5120,32,PASS
regGen,dense-gu,262,2112,2816,TM4xTN2_sg1x1_BK16,0.866667,3595.884702,maxThreads=1024 execWidth=32 tgMem=0,1536,32,PASS
regGen,dense-gu,262,2112,2816,TM4xTN2_sg1x1_BK32,1.066667,2921.656320,maxThreads=1024 execWidth=32 tgMem=0,3072,32,PASS
regGen,dense-gu,262,2112,2816,TM4xTN2_sg1x1_BK64,3.133333,994.606407,maxThreads=1024 execWidth=32 tgMem=0,6144,32,PASS
regGen,dense-gu,262,2112,2816,TM4xTN4_sg1x1_BK16,0.900000,3462.703787,maxThreads=1024 execWidth=32 tgMem=0,2048,32,PASS
regGen,dense-gu,262,2112,2816,TM4xTN4_sg1x1_BK32,1.200000,2597.027840,maxThreads=1024 execWidth=32 tgMem=0,4096,32,PASS
regGen,dense-gu,262,2112,2816,TM4xTN4_sg1x1_BK64,3.200000,973.885440,maxThreads=1024 execWidth=32 tgMem=0,8192,32,PASS
regGen,dense-gu,262,2112,2816,TM8xTN1_sg1x1_BK16,1.033333,3015.903298,maxThreads=1024 execWidth=32 tgMem=0,2304,32,PASS
regGen,dense-gu,262,2112,2816,TM8xTN1_sg1x1_BK32,4.200000,742.007954,maxThreads=1024 execWidth=32 tgMem=0,4608,32,PASS
regGen,dense-gu,262,2112,2816,TM8xTN1_sg1x1_BK64,7.666667,406.491314,maxThreads=1024 execWidth=32 tgMem=0,9216,32,PASS
regGen,dense-gu,262,2112,2816,TM8xTN2_sg1x1_BK16,1.133333,2749.794184,maxThreads=1024 execWidth=32 tgMem=0,2560,32,PASS
regGen,dense-gu,262,2112,2816,TM8xTN2_sg1x1_BK32,3.766667,827.371701,maxThreads=1024 execWidth=32 tgMem=0,5120,32,PASS
regGen,dense-gu,262,2112,2816,TM8xTN2_sg1x1_BK64,6.200000,502.650550,maxThreads=1024 execWidth=32 tgMem=0,10240,32,PASS
regGen,dense-gu,262,2112,2816,TM8xTN4_sg1x1_BK16,1.366667,2280.317128,maxThreads=1024 execWidth=32 tgMem=0,3072,32,PASS
regGen,dense-gu,262,2112,2816,TM8xTN4_sg1x1_BK32,2.866667,1087.127933,maxThreads=1024 execWidth=32 tgMem=0,6144,32,PASS
regGen,dense-gu,262,2112,2816,TM8xTN4_sg1x1_BK64,5.633333,553.213031,maxThreads=1024 execWidth=32 tgMem=0,12288,32,PASS
regGen,dense-gu,262,2112,2816,TM1xTN1_sg1x2_BK16,0.666667,4674.650112,maxThreads=1024 execWidth=32 tgMem=0,768,64,PASS
regGen,dense-gu,262,2112,2816,TM1xTN1_sg1x2_BK32,1.200000,2597.027840,maxThreads=1024 execWidth=32 tgMem=0,1536,64,PASS
regGen,dense-gu,262,2112,2816,TM1xTN1_sg1x2_BK64,1.200000,2597.027840,maxThreads=1024 execWidth=32 tgMem=0,3072,64,PASS
regGen,dense-gu,262,2112,2816,TM1xTN2_sg1x2_BK16,0.566667,5499.588367,maxThreads=1024 execWidth=32 tgMem=0,1280,64,PASS
regGen,dense-gu,262,2112,2816,TM1xTN2_sg1x2_BK32,1.000000,3116.433408,maxThreads=1024 execWidth=32 tgMem=0,2560,64,PASS
regGen,dense-gu,262,2112,2816,TM1xTN2_sg1x2_BK64,1.266667,2460.342164,maxThreads=1024 execWidth=32 tgMem=0,5120,64,PASS
regGen,dense-gu,262,2112,2816,TM1xTN4_sg1x2_BK16,1.000000,3116.433408,maxThreads=1024 execWidth=32 tgMem=0,2304,64,PASS
regGen,dense-gu,262,2112,2816,TM1xTN4_sg1x2_BK32,1.000000,3116.433408,maxThreads=1024 execWidth=32 tgMem=0,4608,64,PASS
regGen,dense-gu,262,2112,2816,TM1xTN4_sg1x2_BK64,1.466667,2124.840960,maxThreads=1024 execWidth=32 tgMem=0,9216,64,PASS
regGen,dense-gu,262,2112,2816,TM2xTN1_sg1x2_BK16,0.933333,3339.035794,maxThreads=1024 execWidth=32 tgMem=0,1024,64,PASS
regGen,dense-gu,262,2112,2816,TM2xTN1_sg1x2_BK32,0.966667,3223.896629,maxThreads=1024 execWidth=32 tgMem=0,2048,64,PASS
regGen,dense-gu,262,2112,2816,TM2xTN1_sg1x2_BK64,1.000000,3116.433408,maxThreads=1024 execWidth=32 tgMem=0,4096,64,PASS
regGen,dense-gu,262,2112,2816,TM2xTN2_sg1x2_BK16,0.833333,3739.720090,maxThreads=1024 execWidth=32 tgMem=0,1536,64,PASS
regGen,dense-gu,262,2112,2816,TM2xTN2_sg1x2_BK32,0.933333,3339.035794,maxThreads=1024 execWidth=32 tgMem=0,3072,64,PASS
regGen,dense-gu,262,2112,2816,TM2xTN2_sg1x2_BK64,1.200000,2597.027840,maxThreads=1024 execWidth=32 tgMem=0,6144,64,PASS
regGen,dense-gu,262,2112,2816,TM2xTN4_sg1x2_BK16,0.866667,3595.884702,maxThreads=1024 execWidth=32 tgMem=0,2560,64,PASS
regGen,dense-gu,262,2112,2816,TM2xTN4_sg1x2_BK32,0.900000,3462.703787,maxThreads=1024 execWidth=32 tgMem=0,5120,64,PASS
regGen,dense-gu,262,2112,2816,TM2xTN4_sg1x2_BK64,1.900000,1640.228109,maxThreads=1024 execWidth=32 tgMem=0,10240,64,PASS
regGen,dense-gu,262,2112,2816,TM4xTN1_sg1x2_BK16,0.833333,3739.720090,maxThreads=1024 execWidth=32 tgMem=0,1536,64,PASS
regGen,dense-gu,262,2112,2816,TM4xTN1_sg1x2_BK32,0.800000,3895.541760,maxThreads=1024 execWidth=32 tgMem=0,3072,64,PASS
regGen,dense-gu,262,2112,2816,TM4xTN1_sg1x2_BK64,1.100000,2833.121280,maxThreads=1024 execWidth=32 tgMem=0,6144,64,PASS
regGen,dense-gu,262,2112,2816,TM4xTN2_sg1x2_BK16,0.500000,6232.866816,maxThreads=1024 execWidth=32 tgMem=0,2048,64,PASS
regGen,dense-gu,262,2112,2816,TM4xTN2_sg1x2_BK32,0.833333,3739.720090,maxThreads=1024 execWidth=32 tgMem=0,4096,64,PASS
regGen,dense-gu,262,2112,2816,TM4xTN2_sg1x2_BK64,1.300000,2397.256468,maxThreads=1024 execWidth=32 tgMem=0,8192,64,PASS
regGen,dense-gu,262,2112,2816,TM4xTN4_sg1x2_BK16,0.933333,3339.035794,maxThreads=1024 execWidth=32 tgMem=0,3072,64,PASS
regGen,dense-gu,262,2112,2816,TM4xTN4_sg1x2_BK32,1.166667,2671.228635,maxThreads=1024 execWidth=32 tgMem=0,6144,64,PASS
regGen,dense-gu,262,2112,2816,TM4xTN4_sg1x2_BK64,2.400000,1298.513920,maxThreads=1024 execWidth=32 tgMem=0,12288,64,PASS
regGen,dense-gu,262,2112,2816,TM8xTN1_sg1x2_BK16,0.966667,3223.896629,maxThreads=1024 execWidth=32 tgMem=0,2560,64,PASS
regGen,dense-gu,262,2112,2816,TM8xTN1_sg1x2_BK32,1.066667,2921.656320,maxThreads=1024 execWidth=32 tgMem=0,5120,64,PASS
regGen,dense-gu,262,2112,2816,TM8xTN1_sg1x2_BK64,2.933333,1062.420480,maxThreads=1024 execWidth=32 tgMem=0,10240,64,PASS
regGen,dense-gu,262,2112,2816,TM8xTN2_sg1x2_BK16,1.033333,3015.903298,maxThreads=1024 execWidth=32 tgMem=0,3072,64,PASS
regGen,dense-gu,262,2112,2816,TM8xTN2_sg1x2_BK32,1.033333,3015.903298,maxThreads=1024 execWidth=32 tgMem=0,6144,64,PASS
regGen,dense-gu,262,2112,2816,TM8xTN2_sg1x2_BK64,2.866667,1087.127933,maxThreads=1024 execWidth=32 tgMem=0,12288,64,PASS
regGen,dense-gu,262,2112,2816,TM8xTN4_sg1x2_BK16,1.166667,2671.228635,maxThreads=1024 execWidth=32 tgMem=0,4096,64,PASS
regGen,dense-gu,262,2112,2816,TM8xTN4_sg1x2_BK32,1.466667,2124.840960,maxThreads=1024 execWidth=32 tgMem=0,8192,64,PASS
regGen,dense-gu,262,2112,2816,TM8xTN4_sg1x2_BK64,2.800000,1113.011931,maxThreads=1024 execWidth=32 tgMem=0,16384,64,PASS
regGen,dense-gu,262,2112,2816,TM1xTN1_sg1x4_BK16,0.700000,4452.047726,maxThreads=1024 execWidth=32 tgMem=0,1280,128,PASS
regGen,dense-gu,262,2112,2816,TM1xTN1_sg1x4_BK32,1.100000,2833.121280,maxThreads=1024 execWidth=32 tgMem=0,2560,128,PASS
regGen,dense-gu,262,2112,2816,TM1xTN1_sg1x4_BK64,1.200000,2597.027840,maxThreads=1024 execWidth=32 tgMem=0,5120,128,PASS
regGen,dense-gu,262,2112,2816,TM1xTN2_sg1x4_BK16,0.966667,3223.896629,maxThreads=1024 execWidth=32 tgMem=0,2304,128,PASS
regGen,dense-gu,262,2112,2816,TM1xTN2_sg1x4_BK32,0.966667,3223.896629,maxThreads=1024 execWidth=32 tgMem=0,4608,128,PASS
regGen,dense-gu,262,2112,2816,TM1xTN2_sg1x4_BK64,1.166667,2671.228635,maxThreads=1024 execWidth=32 tgMem=0,9216,128,PASS
regGen,dense-gu,262,2112,2816,TM2xTN1_sg1x4_BK16,0.900000,3462.703787,maxThreads=1024 execWidth=32 tgMem=0,1536,128,PASS
regGen,dense-gu,262,2112,2816,TM2xTN1_sg1x4_BK32,0.833333,3739.720090,maxThreads=1024 execWidth=32 tgMem=0,3072,128,PASS
regGen,dense-gu,262,2112,2816,TM2xTN1_sg1x4_BK64,1.066667,2921.656320,maxThreads=1024 execWidth=32 tgMem=0,6144,128,PASS
regGen,dense-gu,262,2112,2816,TM2xTN2_sg1x4_BK16,0.966667,3223.896629,maxThreads=1024 execWidth=32 tgMem=0,2560,128,PASS
regGen,dense-gu,262,2112,2816,TM2xTN2_sg1x4_BK32,0.900000,3462.703787,maxThreads=1024 execWidth=32 tgMem=0,5120,128,PASS
regGen,dense-gu,262,2112,2816,TM2xTN2_sg1x4_BK64,1.166667,2671.228635,maxThreads=1024 execWidth=32 tgMem=0,10240,128,PASS
regGen,dense-gu,262,2112,2816,TM4xTN1_sg1x4_BK16,0.833333,3739.720090,maxThreads=1024 execWidth=32 tgMem=0,2048,128,PASS
regGen,dense-gu,262,2112,2816,TM4xTN1_sg1x4_BK32,0.966667,3223.896629,maxThreads=1024 execWidth=32 tgMem=0,4096,128,PASS
regGen,dense-gu,262,2112,2816,TM4xTN1_sg1x4_BK64,0.966667,3223.896629,maxThreads=1024 execWidth=32 tgMem=0,8192,128,PASS
regGen,dense-gu,262,2112,2816,TM4xTN2_sg1x4_BK16,1.166667,2671.228635,maxThreads=1024 execWidth=32 tgMem=0,3072,128,PASS
regGen,dense-gu,262,2112,2816,TM4xTN2_sg1x4_BK32,1.033333,3015.903298,maxThreads=1024 execWidth=32 tgMem=0,6144,128,PASS
regGen,dense-gu,262,2112,2816,TM4xTN2_sg1x4_BK64,1.033333,3015.903298,maxThreads=1024 execWidth=32 tgMem=0,12288,128,PASS
regGen,dense-gu,262,2112,2816,TM8xTN1_sg1x4_BK16,0.833333,3739.720090,maxThreads=1024 execWidth=32 tgMem=0,3072,128,PASS
regGen,dense-gu,262,2112,2816,TM8xTN1_sg1x4_BK32,1.066667,2921.656320,maxThreads=1024 execWidth=32 tgMem=0,6144,128,PASS
regGen,dense-gu,262,2112,2816,TM8xTN1_sg1x4_BK64,1.166667,2671.228635,maxThreads=1024 execWidth=32 tgMem=0,12288,128,PASS
regGen,dense-gu,262,2112,2816,TM8xTN2_sg1x4_BK16,0.900000,3462.703787,maxThreads=1024 execWidth=32 tgMem=0,4096,128,PASS
regGen,dense-gu,262,2112,2816,TM8xTN2_sg1x4_BK32,1.100000,2833.121280,maxThreads=1024 execWidth=32 tgMem=0,8192,128,PASS
regGen,dense-gu,262,2112,2816,TM8xTN2_sg1x4_BK64,1.966667,1584.627157,maxThreads=1024 execWidth=32 tgMem=0,16384,128,PASS
regGen,dense-gu,262,2112,2816,TM1xTN1_sg2x1_BK16,0.733333,4249.681920,maxThreads=1024 execWidth=32 tgMem=0,768,64,PASS
regGen,dense-gu,262,2112,2816,TM1xTN1_sg2x1_BK32,1.166667,2671.228635,maxThreads=1024 execWidth=32 tgMem=0,1536,64,PASS
regGen,dense-gu,262,2112,2816,TM1xTN1_sg2x1_BK64,1.200000,2597.027840,maxThreads=1024 execWidth=32 tgMem=0,3072,64,PASS
regGen,dense-gu,262,2112,2816,TM1xTN2_sg2x1_BK16,0.533333,5843.312640,maxThreads=1024 execWidth=32 tgMem=0,1024,64,PASS
regGen,dense-gu,262,2112,2816,TM1xTN2_sg2x1_BK32,0.933333,3339.035794,maxThreads=1024 execWidth=32 tgMem=0,2048,64,PASS
regGen,dense-gu,262,2112,2816,TM1xTN2_sg2x1_BK64,1.066667,2921.656320,maxThreads=1024 execWidth=32 tgMem=0,4096,64,PASS
regGen,dense-gu,262,2112,2816,TM1xTN4_sg2x1_BK16,1.000000,3116.433408,maxThreads=1024 execWidth=32 tgMem=0,1536,64,PASS
regGen,dense-gu,262,2112,2816,TM1xTN4_sg2x1_BK32,1.066667,2921.656320,maxThreads=1024 execWidth=32 tgMem=0,3072,64,PASS
regGen,dense-gu,262,2112,2816,TM1xTN4_sg2x1_BK64,1.366667,2280.317128,maxThreads=1024 execWidth=32 tgMem=0,6144,64,PASS
regGen,dense-gu,262,2112,2816,TM2xTN1_sg2x1_BK16,0.966667,3223.896629,maxThreads=1024 execWidth=32 tgMem=0,1280,64,PASS
regGen,dense-gu,262,2112,2816,TM2xTN1_sg2x1_BK32,1.100000,2833.121280,maxThreads=1024 execWidth=32 tgMem=0,2560,64,PASS
regGen,dense-gu,262,2112,2816,TM2xTN1_sg2x1_BK64,1.300000,2397.256468,maxThreads=1024 execWidth=32 tgMem=0,5120,64,PASS
regGen,dense-gu,262,2112,2816,TM2xTN2_sg2x1_BK16,0.500000,6232.866816,maxThreads=1024 execWidth=32 tgMem=0,1536,64,PASS
regGen,dense-gu,262,2112,2816,TM2xTN2_sg2x1_BK32,1.000000,3116.433408,maxThreads=1024 execWidth=32 tgMem=0,3072,64,PASS
regGen,dense-gu,262,2112,2816,TM2xTN2_sg2x1_BK64,1.200000,2597.027840,maxThreads=1024 execWidth=32 tgMem=0,6144,64,PASS
regGen,dense-gu,262,2112,2816,TM2xTN4_sg2x1_BK16,0.833333,3739.720090,maxThreads=1024 execWidth=32 tgMem=0,2048,64,PASS
regGen,dense-gu,262,2112,2816,TM2xTN4_sg2x1_BK32,0.933333,3339.035794,maxThreads=1024 execWidth=32 tgMem=0,4096,64,PASS
regGen,dense-gu,262,2112,2816,TM2xTN4_sg2x1_BK64,1.333333,2337.325056,maxThreads=1024 execWidth=32 tgMem=0,8192,64,PASS
regGen,dense-gu,262,2112,2816,TM4xTN1_sg2x1_BK16,0.966667,3223.896629,maxThreads=1024 execWidth=32 tgMem=0,2304,64,PASS
regGen,dense-gu,262,2112,2816,TM4xTN1_sg2x1_BK32,1.166667,2671.228635,maxThreads=1024 execWidth=32 tgMem=0,4608,64,PASS
regGen,dense-gu,262,2112,2816,TM4xTN1_sg2x1_BK64,3.566667,873.766376,maxThreads=1024 execWidth=32 tgMem=0,9216,64,PASS
regGen,dense-gu,262,2112,2816,TM4xTN2_sg2x1_BK16,0.933333,3339.035794,maxThreads=1024 execWidth=32 tgMem=0,2560,64,PASS
regGen,dense-gu,262,2112,2816,TM4xTN2_sg2x1_BK32,1.066667,2921.656320,maxThreads=1024 execWidth=32 tgMem=0,5120,64,PASS
regGen,dense-gu,262,2112,2816,TM4xTN2_sg2x1_BK64,3.233333,963.845384,maxThreads=1024 execWidth=32 tgMem=0,10240,64,PASS
regGen,dense-gu,262,2112,2816,TM4xTN4_sg2x1_BK16,0.600000,5194.055680,maxThreads=1024 execWidth=32 tgMem=0,3072,64,PASS
regGen,dense-gu,262,2112,2816,TM4xTN4_sg2x1_BK32,1.333333,2337.325056,maxThreads=1024 execWidth=32 tgMem=0,6144,64,PASS
regGen,dense-gu,262,2112,2816,TM4xTN4_sg2x1_BK64,3.000000,1038.811136,maxThreads=1024 execWidth=32 tgMem=0,12288,64,PASS
regGen,dense-gu,262,2112,2816,TM8xTN1_sg2x1_BK16,0.933333,3339.035794,maxThreads=1024 execWidth=32 tgMem=0,4352,64,PASS
regGen,dense-gu,262,2112,2816,TM8xTN1_sg2x1_BK32,3.833333,812.982628,maxThreads=1024 execWidth=32 tgMem=0,8704,64,PASS
regGen,dense-gu,262,2112,2816,TM8xTN1_sg2x1_BK64,9.033333,344.992628,maxThreads=1024 execWidth=32 tgMem=0,17408,64,PASS
regGen,dense-gu,262,2112,2816,TM8xTN2_sg2x1_BK16,0.800000,3895.541760,maxThreads=1024 execWidth=32 tgMem=0,4608,64,PASS
regGen,dense-gu,262,2112,2816,TM8xTN2_sg2x1_BK32,3.966667,785.655481,maxThreads=1024 execWidth=32 tgMem=0,9216,64,PASS
regGen,dense-gu,262,2112,2816,TM8xTN2_sg2x1_BK64,7.166667,434.851173,maxThreads=1024 execWidth=32 tgMem=0,18432,64,PASS
regGen,dense-gu,262,2112,2816,TM8xTN4_sg2x1_BK16,1.433333,2174.255866,maxThreads=1024 execWidth=32 tgMem=0,5120,64,PASS
regGen,dense-gu,262,2112,2816,TM8xTN4_sg2x1_BK32,2.866667,1087.127933,maxThreads=1024 execWidth=32 tgMem=0,10240,64,PASS
regGen,dense-gu,262,2112,2816,TM8xTN4_sg2x1_BK64,5.933333,525.241586,maxThreads=1024 execWidth=32 tgMem=0,20480,64,PASS
regGen,dense-gu,262,2112,2816,TM1xTN1_sg2x2_BK16,1.033333,3015.903298,maxThreads=1024 execWidth=32 tgMem=0,1024,128,PASS
regGen,dense-gu,262,2112,2816,TM1xTN1_sg2x2_BK32,1.000000,3116.433408,maxThreads=1024 execWidth=32 tgMem=0,2048,128,PASS
regGen,dense-gu,262,2112,2816,TM1xTN1_sg2x2_BK64,1.566667,1989.212814,maxThreads=1024 execWidth=32 tgMem=0,4096,128,PASS
regGen,dense-gu,262,2112,2816,TM1xTN2_sg2x2_BK16,0.533333,5843.312640,maxThreads=1024 execWidth=32 tgMem=0,1536,128,PASS
regGen,dense-gu,262,2112,2816,TM1xTN2_sg2x2_BK32,0.600000,5194.055680,maxThreads=1024 execWidth=32 tgMem=0,3072,128,PASS
regGen,dense-gu,262,2112,2816,TM1xTN2_sg2x2_BK64,0.666667,4674.650112,maxThreads=1024 execWidth=32 tgMem=0,6144,128,PASS
regGen,dense-gu,262,2112,2816,TM1xTN4_sg2x2_BK16,0.533333,5843.312640,maxThreads=1024 execWidth=32 tgMem=0,2560,128,PASS
regGen,dense-gu,262,2112,2816,TM1xTN4_sg2x2_BK32,0.600000,5194.055680,maxThreads=1024 execWidth=32 tgMem=0,5120,128,PASS
regGen,dense-gu,262,2112,2816,TM1xTN4_sg2x2_BK64,1.300000,2397.256468,maxThreads=1024 execWidth=32 tgMem=0,10240,128,PASS
regGen,dense-gu,262,2112,2816,TM2xTN1_sg2x2_BK16,0.566667,5499.588367,maxThreads=1024 execWidth=32 tgMem=0,1536,128,PASS
regGen,dense-gu,262,2112,2816,TM2xTN1_sg2x2_BK32,1.033333,3015.903298,maxThreads=1024 execWidth=32 tgMem=0,3072,128,PASS
regGen,dense-gu,262,2112,2816,TM2xTN1_sg2x2_BK64,1.066667,2921.656320,maxThreads=1024 execWidth=32 tgMem=0,6144,128,PASS
regGen,dense-gu,262,2112,2816,TM2xTN2_sg2x2_BK16,0.566667,5499.588367,maxThreads=1024 execWidth=32 tgMem=0,2048,128,PASS
regGen,dense-gu,262,2112,2816,TM2xTN2_sg2x2_BK32,1.033333,3015.903298,maxThreads=1024 execWidth=32 tgMem=0,4096,128,PASS
regGen,dense-gu,262,2112,2816,TM2xTN2_sg2x2_BK64,1.000000,3116.433408,maxThreads=1024 execWidth=32 tgMem=0,8192,128,PASS
regGen,dense-gu,262,2112,2816,TM2xTN4_sg2x2_BK16,0.766667,4064.913141,maxThreads=1024 execWidth=32 tgMem=0,3072,128,PASS
regGen,dense-gu,262,2112,2816,TM2xTN4_sg2x2_BK32,0.866667,3595.884702,maxThreads=1024 execWidth=32 tgMem=0,6144,128,PASS
regGen,dense-gu,262,2112,2816,TM2xTN4_sg2x2_BK64,1.300000,2397.256468,maxThreads=1024 execWidth=32 tgMem=0,12288,128,PASS
regGen,dense-gu,262,2112,2816,TM4xTN1_sg2x2_BK16,0.866667,3595.884702,maxThreads=1024 execWidth=32 tgMem=0,2560,128,PASS
regGen,dense-gu,262,2112,2816,TM4xTN1_sg2x2_BK32,0.966667,3223.896629,maxThreads=1024 execWidth=32 tgMem=0,5120,128,PASS
regGen,dense-gu,262,2112,2816,TM4xTN1_sg2x2_BK64,1.266667,2460.342164,maxThreads=1024 execWidth=32 tgMem=0,10240,128,PASS
regGen,dense-gu,262,2112,2816,TM4xTN2_sg2x2_BK16,1.200000,2597.027840,maxThreads=1024 execWidth=32 tgMem=0,3072,128,PASS
regGen,dense-gu,262,2112,2816,TM4xTN2_sg2x2_BK32,0.833333,3739.720090,maxThreads=1024 execWidth=32 tgMem=0,6144,128,PASS
regGen,dense-gu,262,2112,2816,TM4xTN2_sg2x2_BK64,1.500000,2077.622272,maxThreads=1024 execWidth=32 tgMem=0,12288,128,PASS
regGen,dense-gu,262,2112,2816,TM4xTN4_sg2x2_BK16,1.033333,3015.903298,maxThreads=1024 execWidth=32 tgMem=0,4096,128,PASS
regGen,dense-gu,262,2112,2816,TM4xTN4_sg2x2_BK32,1.133333,2749.794184,maxThreads=1024 execWidth=32 tgMem=0,8192,128,PASS
regGen,dense-gu,262,2112,2816,TM4xTN4_sg2x2_BK64,2.133333,1460.828160,maxThreads=1024 execWidth=32 tgMem=0,16384,128,PASS
regGen,dense-gu,262,2112,2816,TM8xTN1_sg2x2_BK16,1.133333,2749.794184,maxThreads=1024 execWidth=32 tgMem=0,4608,128,PASS
regGen,dense-gu,262,2112,2816,TM8xTN1_sg2x2_BK32,1.366667,2280.317128,maxThreads=1024 execWidth=32 tgMem=0,9216,128,PASS
regGen,dense-gu,262,2112,2816,TM8xTN1_sg2x2_BK64,3.066667,1016.228285,maxThreads=1024 execWidth=32 tgMem=0,18432,128,PASS
regGen,dense-gu,262,2112,2816,TM8xTN2_sg2x2_BK16,1.133333,2749.794184,maxThreads=1024 execWidth=32 tgMem=0,5120,128,PASS
regGen,dense-gu,262,2112,2816,TM8xTN2_sg2x2_BK32,1.400000,2226.023863,maxThreads=1024 execWidth=32 tgMem=0,10240,128,PASS
regGen,dense-gu,262,2112,2816,TM8xTN2_sg2x2_BK64,2.966667,1050.483171,maxThreads=1024 execWidth=32 tgMem=0,20480,128,PASS
regGen,dense-gu,262,2112,2816,TM8xTN4_sg2x2_BK16,1.100000,2833.121280,maxThreads=1024 execWidth=32 tgMem=0,6144,128,PASS
regGen,dense-gu,262,2112,2816,TM8xTN4_sg2x2_BK32,2.000000,1558.216704,maxThreads=1024 execWidth=32 tgMem=0,12288,128,PASS
regGen,dense-gu,262,2112,2816,TM8xTN4_sg2x2_BK64,2.666667,1168.662528,maxThreads=1024 execWidth=32 tgMem=0,24576,128,PASS
regGen,dense-gu,262,2112,2816,TM1xTN1_sg2x4_BK16,0.733333,4249.681920,maxThreads=1024 execWidth=32 tgMem=0,1536,256,PASS
regGen,dense-gu,262,2112,2816,TM1xTN1_sg2x4_BK32,0.666667,4674.650112,maxThreads=1024 execWidth=32 tgMem=0,3072,256,PASS
regGen,dense-gu,262,2112,2816,TM1xTN1_sg2x4_BK64,0.633333,4920.684328,maxThreads=1024 execWidth=32 tgMem=0,6144,256,PASS
regGen,dense-gu,262,2112,2816,TM1xTN2_sg2x4_BK16,0.566667,5499.588367,maxThreads=1024 execWidth=32 tgMem=0,2560,256,PASS
regGen,dense-gu,262,2112,2816,TM1xTN2_sg2x4_BK32,0.600000,5194.055680,maxThreads=1024 execWidth=32 tgMem=0,5120,256,PASS
regGen,dense-gu,262,2112,2816,TM1xTN2_sg2x4_BK64,0.666667,4674.650112,maxThreads=1024 execWidth=32 tgMem=0,10240,256,PASS
regGen,dense-gu,262,2112,2816,TM2xTN1_sg2x4_BK16,0.600000,5194.055680,maxThreads=1024 execWidth=32 tgMem=0,2048,256,PASS
regGen,dense-gu,262,2112,2816,TM2xTN1_sg2x4_BK32,0.766667,4064.913141,maxThreads=1024 execWidth=32 tgMem=0,4096,256,PASS
regGen,dense-gu,262,2112,2816,TM2xTN1_sg2x4_BK64,0.833333,3739.720090,maxThreads=1024 execWidth=32 tgMem=0,8192,256,PASS
regGen,dense-gu,262,2112,2816,TM2xTN2_sg2x4_BK16,0.800000,3895.541760,maxThreads=1024 execWidth=32 tgMem=0,3072,256,PASS
regGen,dense-gu,262,2112,2816,TM2xTN2_sg2x4_BK32,0.766667,4064.913141,maxThreads=1024 execWidth=32 tgMem=0,6144,256,PASS
regGen,dense-gu,262,2112,2816,TM2xTN2_sg2x4_BK64,0.966667,3223.896629,maxThreads=1024 execWidth=32 tgMem=0,12288,256,PASS
regGen,dense-gu,262,2112,2816,TM4xTN1_sg2x4_BK16,0.966667,3223.896629,maxThreads=1024 execWidth=32 tgMem=0,3072,256,PASS
regGen,dense-gu,262,2112,2816,TM4xTN1_sg2x4_BK32,0.966667,3223.896629,maxThreads=1024 execWidth=32 tgMem=0,6144,256,PASS
regGen,dense-gu,262,2112,2816,TM4xTN1_sg2x4_BK64,0.966667,3223.896629,maxThreads=1024 execWidth=32 tgMem=0,12288,256,PASS
regGen,dense-gu,262,2112,2816,TM4xTN2_sg2x4_BK16,0.866667,3595.884702,maxThreads=1024 execWidth=32 tgMem=0,4096,256,PASS
regGen,dense-gu,262,2112,2816,TM4xTN2_sg2x4_BK32,1.000000,3116.433408,maxThreads=1024 execWidth=32 tgMem=0,8192,256,PASS
regGen,dense-gu,262,2112,2816,TM4xTN2_sg2x4_BK64,1.166667,2671.228635,maxThreads=1024 execWidth=32 tgMem=0,16384,256,PASS
