family,shape,params,ms,gflops,occ,wg,golden
regGen,320x2048x2816,BK=32;TM=2;TN=4;sgC=2;sgR=1,2.333333,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=64;TM=2;TN=4;sgC=2;sgR=1,4.666667,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=16;TM=4;TN=1;sgC=2;sgR=1,2.000000,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=32;TM=4;TN=1;sgC=2;sgR=1,2.000000,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=64;TM=4;TN=1;sgC=2;sgR=1,2.666667,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=16;TM=4;TN=2;sgC=2;sgR=1,2.000000,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=32;TM=4;TN=2;sgC=2;sgR=1,2.333333,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=64;TM=4;TN=2;sgC=2;sgR=1,2.666667,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=16;TM=4;TN=4;sgC=2;sgR=1,2.000000,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=32;TM=4;TN=4;sgC=2;sgR=1,2.666667,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=64;TM=4;TN=4;sgC=2;sgR=1,3.666667,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=16;TM=8;TN=1;sgC=2;sgR=1,1.033333,3571.923406,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,320x2048x2816,BK=32;TM=8;TN=1;sgC=2;sgR=1,3.000000,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=64;TM=8;TN=1;sgC=2;sgR=1,5.333333,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=16;TM=8;TN=2;sgC=2;sgR=1,2.333333,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=32;TM=8;TN=2;sgC=2;sgR=1,2.666667,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=64;TM=8;TN=2;sgC=2;sgR=1,6.333333,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=16;TM=8;TN=4;sgC=2;sgR=1,3.000000,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=32;TM=8;TN=4;sgC=2;sgR=1,3.333333,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=64;TM=8;TN=4;sgC=2;sgR=1,4.666667,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=16;TM=1;TN=1;sgC=4;sgR=1,2.000000,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x2048x2816,BK=32;TM=1;TN=1;sgC=4;sgR=1,4.000000,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x2048x2816,BK=64;TM=1;TN=1;sgC=4;sgR=1,3.000000,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x2048x2816,BK=16;TM=1;TN=2;sgC=4;sgR=1,2.000000,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x2048x2816,BK=32;TM=1;TN=2;sgC=4;sgR=1,3.333333,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x2048x2816,BK=64;TM=1;TN=2;sgC=4;sgR=1,4.000000,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x2048x2816,BK=16;TM=1;TN=4;sgC=4;sgR=1,3.000000,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x2048x2816,BK=32;TM=1;TN=4;sgC=4;sgR=1,3.000000,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x2048x2816,BK=64;TM=1;TN=4;sgC=4;sgR=1,4.000000,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x2048x2816,BK=16;TM=2;TN=1;sgC=4;sgR=1,1.666667,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x2048x2816,BK=32;TM=2;TN=1;sgC=4;sgR=1,2.666667,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x2048x2816,BK=64;TM=2;TN=1;sgC=4;sgR=1,2.666667,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x2048x2816,BK=16;TM=2;TN=2;sgC=4;sgR=1,2.333333,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x2048x2816,BK=32;TM=2;TN=2;sgC=4;sgR=1,2.333333,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x2048x2816,BK=64;TM=2;TN=2;sgC=4;sgR=1,2.666667,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x2048x2816,BK=16;TM=2;TN=4;sgC=4;sgR=1,2.000000,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x2048x2816,BK=32;TM=2;TN=4;sgC=4;sgR=1,2.333333,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x2048x2816,BK=64;TM=2;TN=4;sgC=4;sgR=1,2.333333,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x2048x2816,BK=16;TM=4;TN=1;sgC=4;sgR=1,2.333333,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x2048x2816,BK=32;TM=4;TN=1;sgC=4;sgR=1,2.000000,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x2048x2816,BK=64;TM=4;TN=1;sgC=4;sgR=1,2.666667,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x2048x2816,BK=16;TM=4;TN=2;sgC=4;sgR=1,2.333333,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x2048x2816,BK=32;TM=4;TN=2;sgC=4;sgR=1,2.333333,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x2048x2816,BK=64;TM=4;TN=2;sgC=4;sgR=1,2.333333,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x2048x2816,BK=16;TM=4;TN=4;sgC=4;sgR=1,2.000000,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x2048x2816,BK=32;TM=4;TN=4;sgC=4;sgR=1,3.000000,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x2048x2816,BK=64;TM=4;TN=4;sgC=4;sgR=1,5.000000,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x2048x2816,BK=16;TM=8;TN=1;sgC=4;sgR=1,2.333333,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x2048x2816,BK=32;TM=8;TN=1;sgC=4;sgR=1,2.000000,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x2048x2816,BK=64;TM=8;TN=1;sgC=4;sgR=1,2.666667,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x2048x2816,BK=16;TM=8;TN=2;sgC=4;sgR=1,2.333333,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x2048x2816,BK=32;TM=8;TN=2;sgC=4;sgR=1,2.333333,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x2048x2816,BK=64;TM=8;TN=2;sgC=4;sgR=1,4.000000,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x2048x2816,BK=16;TM=8;TN=4;sgC=4;sgR=1,3.333333,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x2048x2816,BK=32;TM=8;TN=4;sgC=4;sgR=1,3.666667,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x2048x2816,BK=64;TM=8;TN=4;sgC=4;sgR=1,4.000000,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x2048x2816,BK=16;TM=1;TN=1;sgC=1;sgR=2,1.666667,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=32;TM=1;TN=1;sgC=1;sgR=2,4.000000,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=64;TM=1;TN=1;sgC=1;sgR=2,2.666667,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=16;TM=1;TN=2;sgC=1;sgR=2,1.666667,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=32;TM=1;TN=2;sgC=1;sgR=2,2.666667,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=64;TM=1;TN=2;sgC=1;sgR=2,3.333333,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=16;TM=1;TN=4;sgC=1;sgR=2,2.333333,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=32;TM=1;TN=4;sgC=1;sgR=2,2.333333,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=64;TM=1;TN=4;sgC=1;sgR=2,2.333333,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=16;TM=2;TN=1;sgC=1;sgR=2,3.333333,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=32;TM=2;TN=1;sgC=1;sgR=2,2.333333,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=64;TM=2;TN=1;sgC=1;sgR=2,3.333333,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=16;TM=2;TN=2;sgC=1;sgR=2,1.666667,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=32;TM=2;TN=2;sgC=1;sgR=2,2.333333,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=64;TM=2;TN=2;sgC=1;sgR=2,3.333333,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=16;TM=2;TN=4;sgC=1;sgR=2,2.000000,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=32;TM=2;TN=4;sgC=1;sgR=2,2.666667,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=64;TM=2;TN=4;sgC=1;sgR=2,3.333333,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=16;TM=4;TN=1;sgC=1;sgR=2,2.666667,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=32;TM=4;TN=1;sgC=1;sgR=2,3.333333,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=64;TM=4;TN=1;sgC=1;sgR=2,6.666667,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=16;TM=4;TN=2;sgC=1;sgR=2,2.000000,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=32;TM=4;TN=2;sgC=1;sgR=2,2.666667,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=64;TM=4;TN=2;sgC=1;sgR=2,5.666667,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=16;TM=4;TN=4;sgC=1;sgR=2,2.333333,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=32;TM=4;TN=4;sgC=1;sgR=2,3.333333,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=64;TM=4;TN=4;sgC=1;sgR=2,6.666667,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=16;TM=8;TN=1;sgC=1;sgR=2,4.000000,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=32;TM=8;TN=1;sgC=1;sgR=2,7.000000,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=64;TM=8;TN=1;sgC=1;sgR=2,10.000000,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=16;TM=8;TN=2;sgC=1;sgR=2,1.333333,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x2048x2816,BK=32;TM=8;TN=2;sgC=1;sgR=2,7.000000,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x4096x2816,BK=16;TM=1;TN=1;sgC=1;sgR=1,1.633333,4519.576555,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,320x4096x2816,BK=32;TM=1;TN=1;sgC=1;sgR=1,1.633333,4519.576555,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,320x4096x2816,BK=64;TM=1;TN=1;sgC=1;sgR=1,1.733333,4258.831754,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,320x4096x2816,BK=16;TM=1;TN=2;sgC=1;sgR=1,1.233333,5985.385168,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,320x4096x2816,BK=32;TM=1;TN=2;sgC=1;sgR=1,1.366667,5401.445151,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,320x4096x2816,BK=64;TM=1;TN=2;sgC=1;sgR=1,1.833333,4026.531840,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,320x4096x2816,BK=16;TM=1;TN=4;sgC=1;sgR=1,1.133333,6513.507388,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,320x4096x2816,BK=32;TM=1;TN=4;sgC=1;sgR=1,1.300000,5678.442338,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,320x4096x2816,BK=64;TM=1;TN=4;sgC=1;sgR=1,5.000000,,maxThreads=1024 execWidth=32 tgMem=0,32,PRUNED
regGen,320x4096x2816,BK=16;TM=2;TN=1;sgC=1;sgR=1,1.200000,6151.645867,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,320x4096x2816,BK=32;TM=2;TN=1;sgC=1;sgR=1,1.233333,5985.385168,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,320x4096x2816,BK=64;TM=2;TN=1;sgC=1;sgR=1,1.666667,4429.185024,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,320x4096x2816,BK=16;TM=2;TN=2;sgC=1;sgR=1,0.933333,7909.258971,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,320x4096x2816,BK=32;TM=2;TN=2;sgC=1;sgR=1,1.100000,6710.886400,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,320x4096x2816,BK=64;TM=2;TN=2;sgC=1;sgR=1,2.666667,,maxThreads=1024 execWidth=32 tgMem=0,32,PRUNED
regGen,320x4096x2816,BK=16;TM=2;TN=4;sgC=1;sgR=1,2.666667,,maxThreads=1024 execWidth=32 tgMem=0,32,PRUNED
regGen,320x4096x2816,BK=32;TM=2;TN=4;sgC=1;sgR=1,4.000000,,maxThreads=1024 execWidth=32 tgMem=0,32,PRUNED
regGen,320x4096x2816,BK=64;TM=2;TN=4;sgC=1;sgR=1,7.333333,,maxThreads=1024 execWidth=32 tgMem=0,32,PRUNED
regGen,320x4096x2816,BK=16;TM=4;TN=1;sgC=1;sgR=1,1.133333,6513.507388,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,320x4096x2816,BK=32;TM=4;TN=1;sgC=1;sgR=1,1.366667,5401.445151,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,320x4096x2816,BK=64;TM=4;TN=1;sgC=1;sgR=1,9.333333,,maxThreads=1024 execWidth=32 tgMem=0,32,PRUNED
regGen,320x4096x2816,BK=16;TM=4;TN=2;sgC=1;sgR=1,1.166667,6327.407177,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,320x4096x2816,BK=32;TM=4;TN=2;sgC=1;sgR=1,1.400000,5272.839314,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,320x4096x2816,BK=64;TM=4;TN=2;sgC=1;sgR=1,8.666667,,maxThreads=1024 execWidth=32 tgMem=0,32,PRUNED
regGen,320x4096x2816,BK=16;TM=4;TN=4;sgC=1;sgR=1,2.333333,,maxThreads=1024 execWidth=32 tgMem=0,32,PRUNED
regGen,320x4096x2816,BK=32;TM=4;TN=4;sgC=1;sgR=1,4.000000,,maxThreads=1024 execWidth=32 tgMem=0,32,PRUNED
regGen,320x4096x2816,BK=64;TM=4;TN=4;sgC=1;sgR=1,9.666667,,maxThreads=1024 execWidth=32 tgMem=0,32,PRUNED
regGen,320x4096x2816,BK=16;TM=8;TN=1;sgC=1;sgR=1,1.300000,5678.442338,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,320x4096x2816,BK=32;TM=8;TN=1;sgC=1;sgR=1,8.000000,,maxThreads=1024 execWidth=32 tgMem=0,32,PRUNED
regGen,320x4096x2816,BK=64;TM=8;TN=1;sgC=1;sgR=1,13.666667,,maxThreads=1024 execWidth=32 tgMem=0,32,PRUNED
regGen,320x4096x2816,BK=16;TM=8;TN=2;sgC=1;sgR=1,1.066667,6920.601600,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,320x4096x2816,BK=32;TM=8;TN=2;sgC=1;sgR=1,9.000000,,maxThreads=1024 execWidth=32 tgMem=0,32,PRUNED
regGen,320x4096x2816,BK=64;TM=8;TN=2;sgC=1;sgR=1,9.333333,,maxThreads=1024 execWidth=32 tgMem=0,32,PRUNED
regGen,320x4096x2816,BK=16;TM=8;TN=4;sgC=1;sgR=1,3.666667,,maxThreads=1024 execWidth=32 tgMem=0,32,PRUNED
regGen,320x4096x2816,BK=32;TM=8;TN=4;sgC=1;sgR=1,10.666667,,maxThreads=1024 execWidth=32 tgMem=0,32,PRUNED
regGen,320x4096x2816,BK=64;TM=8;TN=4;sgC=1;sgR=1,12.000000,,maxThreads=1024 execWidth=32 tgMem=0,32,PRUNED
regGen,320x4096x2816,BK=16;TM=1;TN=1;sgC=2;sgR=1,1.533333,4814.331548,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,320x4096x2816,BK=32;TM=1;TN=1;sgC=2;sgR=1,1.566667,4711.898962,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,320x4096x2816,BK=64;TM=1;TN=1;sgC=2;sgR=1,2.000000,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x4096x2816,BK=16;TM=1;TN=2;sgC=2;sgR=1,1.200000,6151.645867,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,320x4096x2816,BK=32;TM=1;TN=2;sgC=2;sgR=1,1.300000,5678.442338,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,320x4096x2816,BK=64;TM=1;TN=2;sgC=2;sgR=1,2.000000,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x4096x2816,BK=16;TM=1;TN=4;sgC=2;sgR=1,1.266667,5827.875032,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,320x4096x2816,BK=32;TM=1;TN=4;sgC=2;sgR=1,1.300000,5678.442338,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,320x4096x2816,BK=64;TM=1;TN=4;sgC=2;sgR=1,5.666667,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x4096x2816,BK=16;TM=2;TN=1;sgC=2;sgR=1,2.333333,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x4096x2816,BK=32;TM=2;TN=1;sgC=2;sgR=1,2.666667,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x4096x2816,BK=64;TM=2;TN=1;sgC=2;sgR=1,2.000000,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x4096x2816,BK=16;TM=2;TN=2;sgC=2;sgR=1,2.333333,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x4096x2816,BK=32;TM=2;TN=2;sgC=2;sgR=1,3.666667,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x4096x2816,BK=64;TM=2;TN=2;sgC=2;sgR=1,2.333333,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x4096x2816,BK=16;TM=2;TN=4;sgC=2;sgR=1,3.333333,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x4096x2816,BK=32;TM=2;TN=4;sgC=2;sgR=1,3.666667,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x4096x2816,BK=64;TM=2;TN=4;sgC=2;sgR=1,6.000000,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x4096x2816,BK=16;TM=4;TN=1;sgC=2;sgR=1,1.266667,5827.875032,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,320x4096x2816,BK=32;TM=4;TN=1;sgC=2;sgR=1,0.966667,7636.525903,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,320x4096x2816,BK=64;TM=4;TN=1;sgC=2;sgR=1,4.000000,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x4096x2816,BK=16;TM=4;TN=2;sgC=2;sgR=1,3.333333,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x4096x2816,BK=32;TM=4;TN=2;sgC=2;sgR=1,3.666667,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x4096x2816,BK=64;TM=4;TN=2;sgC=2;sgR=1,2.333333,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x4096x2816,BK=16;TM=4;TN=4;sgC=2;sgR=1,3.333333,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x4096x2816,BK=32;TM=4;TN=4;sgC=2;sgR=1,4.000000,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x4096x2816,BK=64;TM=4;TN=4;sgC=2;sgR=1,6.333333,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x4096x2816,BK=16;TM=8;TN=1;sgC=2;sgR=1,2.666667,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x4096x2816,BK=32;TM=8;TN=1;sgC=2;sgR=1,4.666667,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x4096x2816,BK=64;TM=8;TN=1;sgC=2;sgR=1,6.000000,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x4096x2816,BK=16;TM=8;TN=2;sgC=2;sgR=1,1.166667,6327.407177,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,320x4096x2816,BK=32;TM=8;TN=2;sgC=2;sgR=1,1.433333,5150.215144,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,320x4096x2816,BK=64;TM=8;TN=2;sgC=2;sgR=1,5.000000,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x4096x2816,BK=16;TM=8;TN=4;sgC=2;sgR=1,4.000000,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x4096x2816,BK=32;TM=8;TN=4;sgC=2;sgR=1,5.333333,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x4096x2816,BK=64;TM=8;TN=4;sgC=2;sgR=1,7.000000,,maxThreads=1024 execWidth=32 tgMem=0,64,PRUNED
regGen,320x4096x2816,BK=16;TM=1;TN=1;sgC=4;sgR=1,1.466667,5033.164800,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,320x4096x2816,BK=32;TM=1;TN=1;sgC=4;sgR=1,2.000000,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x4096x2816,BK=64;TM=1;TN=1;sgC=4;sgR=1,2.000000,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x4096x2816,BK=16;TM=1;TN=2;sgC=4;sgR=1,1.233333,5985.385168,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,320x4096x2816,BK=32;TM=1;TN=2;sgC=4;sgR=1,1.266667,5827.875032,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,320x4096x2816,BK=64;TM=1;TN=2;sgC=4;sgR=1,1.600000,4613.734400,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,320x4096x2816,BK=16;TM=1;TN=4;sgC=4;sgR=1,1.200000,6151.645867,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,320x4096x2816,BK=32;TM=1;TN=4;sgC=4;sgR=1,1.300000,5678.442338,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,320x4096x2816,BK=64;TM=1;TN=4;sgC=4;sgR=1,2.000000,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x4096x2816,BK=16;TM=2;TN=1;sgC=4;sgR=1,1.033333,7143.846813,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,320x4096x2816,BK=32;TM=2;TN=1;sgC=4;sgR=1,1.000000,7381.975040,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,320x4096x2816,BK=64;TM=2;TN=1;sgC=4;sgR=1,1.133333,6513.507388,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,320x4096x2816,BK=16;TM=2;TN=2;sgC=4;sgR=1,0.900000,8202.194489,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,320x4096x2816,BK=32;TM=2;TN=2;sgC=4;sgR=1,0.933333,7909.258971,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,320x4096x2816,BK=64;TM=2;TN=2;sgC=4;sgR=1,1.166667,6327.407177,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,320x4096x2816,BK=16;TM=2;TN=4;sgC=4;sgR=1,0.866667,8517.663508,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,320x4096x2816,BK=32;TM=2;TN=4;sgC=4;sgR=1,1.033333,7143.846813,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,320x4096x2816,BK=64;TM=2;TN=4;sgC=4;sgR=1,4.333333,,maxThreads=1024 execWidth=32 tgMem=0,128,PRUNED
regGen,320x4096x2816,BK=16;TM=4;TN=1;sgC=4;sgR=1,1.266667,5827.875032,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,320x4096x2816,BK=32;TM=4;TN=1;sgC=4;sgR=1,0.866667,8517.663508,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,320x4096x2816,BK=64;TM=4;TN=1;sgC=4;sgR=1,1.166667,6327.407177,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,320x4096x2816,BK=16;TM=4;TN=2;sgC=4;sgR=1,0.800000,9227.468800,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
